Nome da escola,UF,Município,Pública ou Privada,Nível sócio-econômico,Nota média na prova objetiva,Nota média na redação
COLEGIO NOSSA SENHORA DAS DORES,RJ,SAO GONCALO,Privada,Alto,541.38,623.33
INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO GRANDE DO SUL - CAMPUS RESTINGA,RS,PORTO ALEGRE,Federal,Alto,541.37,482.35
CEM INTEGRADO A EDUC PROFISSIONAL DO GAMA,DF,BRASILIA,Estadual,Alto,541.37,553.33
COLEGIO E CURSO PERFORMANCE,PE,PAULISTA,Privada,Médio,541.37,538.33
SANTO ANTONIO COLEGIO,CE,BARBALHA,Privada,Médio Alto,541.37,611.43
ESCOLA SALESIANA PADRE RINALDI,PE,CARPINA,Privada,Alto,541.37,560.00
EDUCANDARIO SAO JUDAS TADEU,PE,CAMARAGIBE,Privada,Alto,541.37,525.77
AUGUSTO TORTOLERO ARAUJO ETEC,SP,PARAGUACU PAULISTA,Estadual,Médio Alto,541.36,526.46
ESCOLA MUNDO ENCANTADO,BA,AMARGOSA,Privada,Médio Alto,541.35,604.55
ALBERT EINSTEIN COLEGIO,SP,ITANHAEM,Privada,Muito Alto,541.35,545.26
SOCIEDADE DAS FILHAS DE NOSSA SENHORA DO SAGRADO CORAAO,PR,CURITIBA,Privada,Alto,541.34,541.43
ESCOLA DE EDUCACAO BASICA EDUCAR-SE,RS,SANTA CRUZ DO SUL,Privada,Muito Alto,541.31,615.76
COLEGIO TIRADENTES PMMG,MG,UBERABA,Estadual,Alto,541.31,589.88
CE ARCO IRIS LTDA,MA,PORTO FRANCO,Privada,Médio Alto,541.30,544.00
ESC ED BASICA PROF D SINHA NEVES,MG,SAO JOAO DEL REI,Privada,Médio,541.27,653.44
COLEGIO CBA ABC,MS,CAMPO GRANDE,Privada,Alto,541.25,632.39
CIEC - CENTRO INTEGRADO DE ENSINO CONTINUADO,BA,BOM JESUS DA LAPA,Privada,Médio Alto,541.23,587.50
COL SANTOS DUMONT,RJ,RIO DE JANEIRO,Privada,Alto,541.22,581.82
TEREZINHA MONTEIRO DOS SANTOS PROFA ETEC,SP,TAQUARITUBA,Estadual,Médio Alto,541.20,556.71
EE DESEMBARGADOR APRIGIO RIBEIRO DE OLIVEIRA,MG,SAO BRAS DO SUACUI,Estadual,Médio,541.19,569.41
EE PROFESSOR CAETANO AZEREDO,MG,BELO HORIZONTE,Estadual,Alto,541.14,584.04
SILOGEU COLEGIO,SP,SUZANO,Privada,Muito Alto,541.14,575.56
SENAI SC JARAGUA DO SUL,SC,JARAGUA DO SUL,Privada,Muito Alto,541.13,566.71
CENTRO EDUC PEREIRA ROCHA,RJ,SAO GONCALO,Privada,Alto,541.09,647.59
ARMANDO SALLES OLIVEIRA ESCOLA EDUCACAO BASICA,SP,SAO CARLOS,Privada,Alto,541.07,534.67
COLEGIO NEO OBJETIVO,GO,PORANGATU,Privada,Alto,541.07,590.53
CENTRO ENS MED PASTOR DOHMS - UNIDADE DE ENSINO TAQUARI,RS,TAQUARI,Privada,Alto,541.05,572.86
ESCOLA DE ENSINO FUNDAMENTAL E MEDIO JOAO BATISTA DA ROCHA,SE,ESTANCIA,Privada,Médio Alto,541.04,611.84
PAULISTA DE EDUCACAO BASICA ESCOLA,SP,SAO PAULO,Privada,Muito Alto,541.03,520.38
COLEGIO MAUA - COOPEM - COOPERATIVA EDUCACIONAL MAUA LTDA,RS,PORTO ALEGRE,Privada,Alto,541.03,504.62
SESI 420 CENTRO EDUCACIONAL,SP,INDAIATUBA,Privada,Alto,541.01,609.23
CENTRO EDUCACIONAL JOAO XXIII,PA,CASTANHAL,Privada,Médio,540.99,596.00
SESI 069 CENTRO EDUCACIONAL,SP,SAO PAULO,Privada,Alto,540.99,596.25
ESCOLA SANTA MARIA,PE,TIMBAUBA,Privada,Alto,540.99,589.09
APLICACAO COLEGIO DE,SP,CATANDUVA,Privada,Alto,540.98,505.45
UNIDADE DE ENSINO SAO MATEUS,RS,CACHOEIRINHA,Privada,Muito Alto,540.95,613.33
ESCOLA SANTO ONOFRE,PB,CAMPINA GRANDE,Privada,Médio Alto,540.95,644.89
POPULUS ATIBAIA COLEGIO,SP,ATIBAIA,Privada,Alto,540.95,507.14
EE TOLOMEU CASALI,MG,GOIANA,Estadual,Médio Alto,540.93,530.83
CE BALAO MAGICO,MA,IMPERATRIZ,Privada,Sem informação,540.90,591.76
LINS ETEC DE,SP,LINS,Estadual,Alto,540.87,621.92
MILTON GAZZETTI PROFESSOR ETEC,SP,PRESIDENTE VENCESLAU,Estadual,Médio Alto,540.87,575.88
INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO SUL DE MINAS GERAIS - CAMPUS MACHADO,MG,MACHADO,Federal,Médio,540.86,559.80
OLIMPIA ETEC DE,SP,OLIMPIA,Estadual,Alto,540.85,574.25
COLEGIO MILITAR DA POLICIA MILITAR DO AMAZONAS,AM,MANAUS,Estadual,Alto,540.85,584.07
COL SAGRADO CORACAO DE JESUS,TO,PORTO NACIONAL,Privada,Alto,540.83,561.88
ESCOLA NOSSA SENHORA DA CONCEICAO,PE,OLINDA,Privada,Médio Alto,540.83,590.81
COLEGIO VIRAMUNDO,BA,SANTO ESTEVAO,Privada,Médio Alto,540.82,591.00
COLEGIO E CURSO PROJECAO LTDA,PE,VITORIA DE SANTO ANTAO,Privada,Médio Alto,540.82,552.94
PREVE CURSOS,SP,LENCOIS PAULISTA,Privada,Alto,540.82,575.29
COLEGIO GOYAZ,GO,MORRINHOS,Privada,Alto,540.81,596.52
NIVALDO SALCH STIPP PROF ESCOLAS INTEGRADAS,SP,BARRA BONITA,Privada,Muito Alto,540.81,573.75
COL WGS,DF,BRASILIA,Privada,Alto,540.75,566.00
ORDEM E PROGRESSO ESCOLA ESPIRITUALISTA,SP,SANTOS,Privada,Alto,540.73,565.88
C OLIMPICO DE ENSINO,DF,BRASILIA,Privada,Muito Alto,540.73,556.00
COLEGIO CRISTO REI,AL,MACEIO,Privada,Muito Alto,540.72,625.16
COLEGIO TALES DE MILETO,MT,CHAPADA DOS GUIMARAES,Privada,Médio Alto,540.71,566.67
IFES - CAMPUS SANTA TERESA,ES,SANTA TERESA,Federal,Médio,540.71,626.67
DINAMICA ESCOLA,SP,ALTINOPOLIS,Privada,Alto,540.68,608.57
SESI 182 CENTRO EDUCACIONAL,SP,SAO JOSE DOS CAMPOS,Privada,Alto,540.68,603.02
EE NOSSA SENHORA DO CARMO,MG,BETIM,Estadual,Médio Alto,540.66,547.57
SESI 207 CENTRO EDUCACIONAL,SP,CACAPAVA,Privada,Alto,540.65,634.07
INSTITUTO FEDERAL GOIANO - CAMPUS CERES,GO,CERES,Federal,Médio,540.65,509.57
LARANJEIRAS DO SUL C E DE EF M,PR,LARANJEIRAS DO SUL,Estadual,Alto,540.63,563.33
PROFESSOR WALQUER CAVALCANTE MAIA EEEP,CE,RUSSAS,Estadual,Médio,540.63,587.54
INSTITUTO DE EDUCACAO ALIANCA,GO,ITABERAI,Privada,Médio Alto,540.60,530.00
MAURO BEZERRA COLEGIO,CE,FORTALEZA,Privada,Médio Alto,540.57,616.67
NICOLAU KERPEN COLEGIO,SP,SAO PAULO,Privada,Muito Alto,540.55,557.65
ESC MUN ENS MED ALFREDO AVELINE,RS,BENTO GONCALVES,Municipal,Alto,540.55,568.57
DIVINA PASTORA INSTITUTO,SP,SAO PAULO,Privada,Muito Alto,540.55,564.35
GUGLIELMO MARCONI COLEGIO,SP,GUARULHOS,Privada,Alto,540.55,543.30
ADVENTISTA DE REGISTRO COLEGIO,SP,REGISTRO,Privada,Alto,540.54,550.83
COLEGIO EXITO DO CARIRI SS LTDA,CE,JUAZEIRO DO NORTE,Privada,Muito Alto,540.53,575.00
COLEGIO LINCE LTDA,BA,SALVADOR,Privada,Alto,540.51,555.38
CENTRO EDUCACIONAL DE UBATUBA,SP,UBATUBA,Privada,Muito Alto,540.51,628.57
COLEGIO DA POLICIA MILITAR DE GOIAS UNIDADE HUGO DE CARVALHO RAMOS,GO,GOIANIA,Estadual,Alto,540.51,592.49
ESC EST ENS MED FREDERICO KOPS,RS,SINIMBU,Estadual,Médio,540.49,554.81
ICARO COLEGIO E CURSO,RN,PARNAMIRIM,Privada,Alto,540.48,554.12
EXITO COLEGIO,AL,ARAPIRACA,Privada,Médio Alto,540.47,594.00
INSTITUTO MUNICIPAL DE EDUCACAO DE RIO DAS OSTRAS,RJ,RIO DAS OSTRAS,Municipal,Médio Alto,540.47,585.09
OSWALDO CRUZ COLEGIOS INTEGRADOS PAES LEME,SP,SAO PAULO,Privada,Muito Alto,540.46,520.80
DINAMICO CENTRO DE ENSINO,RJ,PETROPOLIS,Privada,Alto,540.46,665.39
ETFG - ESCOLA TECNICA DE FORMACAO GERENCIAL SEBRAE-MG DE GOVERNADOR VALADARES,MG,GOVERNADOR VALADARES,Privada,Alto,540.44,574.84
COLEGIO EXODO,GO,BELA VISTA DE GOIAS,Privada,Alto,540.43,500.00
ESC NOSSA SRA DE FATIMA,BA,BRUMADO,Privada,Médio Alto,540.42,586.96
INSTITUTO EDUCACIONAL SABER,MG,NOVA SERRANA,Privada,Alto,540.41,574.44
COLEGIO JARDINS LTDA,SE,ARACAJU,Privada,Alto,540.39,581.58
ESC DE EDUC BASICA E PROFISSIONAL FUND BRADESCO,DF,BRASILIA,Privada,Médio Alto,540.37,602.17
ESC EST ENSINO MEDIO FREDERICO BENVEGNU,RS,SAO DOMINGOS DO SUL,Estadual,Alto,540.36,529.09
COLEGIO GERACAO,MS,CASSILANDIA,Privada,Muito Alto,540.36,607.37
ESCOLA DE EDUCACAO BASICA E PROFISSIONAL FUNDACAO BRADESCO,BA,SALVADOR,Privada,Médio,540.35,551.82
SAINT GERMAIN COLEGIO,SP,SAO PAULO,Privada,Alto,540.32,568.57
LICEU CARVALHO PINTO EIFM,SP,SAO PAULO,Privada,Alto,540.30,515.29
SESI 126 CENTRO EDUCACIONAL,SP,SOROCABA,Privada,Alto,540.28,602.35
INSTITUTO FEDERAL FARROUPILHA - CAMPUS JULIO DE CASTILHOS,RS,JULIO DE CASTILHOS,Federal,Médio Alto,540.25,533.21
ESC INST ORFANOLOGICO SANTA TERESINHA,AC,CRUZEIRO DO SUL,Privada,Muito Alto,540.18,587.43
APROVADO COLEGIO E CURSO,SP,LIMEIRA,Privada,Sem informação,540.17,593.33
UNIDADE EDUCACIONAL DE ENSINO LTDA,BA,ARACI,Privada,Alto,540.16,578.89
COLEGIO ADVENTISTA DO PARTENON,RS,PORTO ALEGRE,Privada,Sem informação,540.15,505.56
SAO CAETANO INSTITUTO,SP,NOVA ODESSA,Privada,Sem informação,540.13,558.00
ESC DOM ANGELO FROZI SC LTDA,PA,BARCARENA,Privada,Alto,540.08,624.38
MORAES COBRA INSTITUTO EDUCACIONAL,SP,PARIQUERA-ACU,Privada,Alto,540.06,462.00
ESC ADVENTISTA DO GAMA,DF,BRASILIA,Privada,Muito Alto,540.05,580.15
INCENTIVO-SISTEMA DE EDUCACAO BASICA LTDA,PA,SAO MIGUEL DO GUAMA,Privada,Médio,540.02,614.29
COLEGIO PVSINOS ENSINO MEDIO ENSINOS FUNDAMENTAL - ANOS FINAIS E MEDIO EJA E EDUCACAO PROFISSIONAL,RS,SAO LEOPOLDO,Privada,Alto,540.00,623.16
COLEGIO DO SAGRADO CORACAO DE JESUS- VERBO EMPREENDIMENTOS EDUCACIONAIS LTDA,BA,SALVADOR,Privada,Médio Alto,540.00,533.08
DOM BOSCO COLEGIO UNID III,SP,SAO PAULO,Privada,Muito Alto,539.98,599.00
COL ESTANCIANO DO IDE,SE,ESTANCIA,Privada,Médio,539.98,582.70
ECEB INTERATIVA,MT,BARRA DO GARCAS,Privada,Alto,539.96,560.69
CRIATIVO COLEGIO,SP,BAURU,Privada,Muito Alto,539.95,510.83
SAO SEBASTIAO ETEC DE,SP,SAO SEBASTIAO,Estadual,Alto,539.94,577.45
DOM BOSCO DE ITAPETININGA COLEGIO,SP,ITAPETININGA,Privada,Muito Alto,539.93,563.00
NEC NUCLEO DE EDUCACAO CULTURA ENSINO FUNDAMENTAL E MEDIO,SP,JARDINOPOLIS,Privada,Alto,539.93,535.00
DINAMICO C EI EF M,PR,LAPA,Privada,Muito Alto,539.91,529.23
TELEYOS COLEGIO,CE,FORTALEZA,Privada,Médio Alto,539.86,602.30
MESQUITA COLEGIO,SP,SAO PAULO,Privada,Alto,539.85,582.50
COLEGIO META BRASIL LTDA UNIDADE I,GO,GOIANIA,Privada,Alto,539.84,577.23
RAIMUNDO NONATO VIEIRA COLEGIO,CE,MARACANAU,Privada,Médio Alto,539.83,610.79
INTERACTIVO SISTEMA DE ENSINO EIREL - MEI,PB,JOAO PESSOA,Privada,Alto,539.82,637.62
ADVENTISTA DE CAMPINAS COLEGIO,SP,CAMPINAS,Privada,Muito Alto,539.81,522.22
JOSE MARIOTTO FERREIRA MAJOR AVIADOR,SP,SAO JOSE DOS CAMPOS,Estadual,Alto,539.80,583.33
ESCOLA TECNICA MARIA EDUARDA RAMOS DE BARROS,PE,CARPINA,Estadual,Médio,539.80,557.86
CENTRO EDUCACIONAL SOUZA,RJ,MACAE,Privada,Alto,539.75,551.00
SANTA BARBARA COLEGIO,SP,SAO PAULO,Privada,Alto,539.74,564.00
CE RADIER,ES,VILA VELHA,Privada,Alto,539.74,434.78
SESI 265 CENTRO EDUCACIONAL,SP,SANTO ANDRE,Privada,Alto,539.73,559.52
STA MONICA CENTRO EDUCACIONAL-BARRA DA TIJUCA,RJ,RIO DE JANEIRO,Privada,Muito Alto,539.71,579.12
COLEGIO SAO JOSE,BA,BARREIRAS,Privada,Alto,539.71,612.22
CARLOS MONTEIRO LICEU,SP,SAO SIMAO,Privada,Alto,539.66,556.00
SESI 284 CENTRO EDUCACIONAL,SP,PRESIDENTE PRUDENTE,Privada,Alto,539.66,600.00
INPA INSTITUTO PEDAGOGICO ARCOENSE,MG,ARCOS,Privada,Médio Alto,539.63,576.00
ETIP CENTRO EDUCACIONAL,SP,SANTO ANDRE,Privada,Muito Alto,539.59,540.53
ESC EST DE ENS MEDIO MONSENHOR SEGER,RS,TRAVESSEIRO,Estadual,Médio Alto,539.58,481.67
21 DE ABRIL COLEGIO BEZERRA DE MENEZES,CE,FORTALEZA,Privada,Médio Alto,539.56,643.03
COOP EDUC N SRA DE FATIMA,MG,MATEUS LEME,Privada,Alto,539.54,626.32
SOCIEDADE ALAGOANA DE EDUCACAO INTEGRADA - SAEDI,AL,MACEIO,Privada,Muito Alto,539.51,556.30
ZANINI COLEGIO,SP,SAO PAULO,Privada,Muito Alto,539.48,501.54
EDUCANDARIO MARTINS,RJ,SAO GONCALO,Privada,Sem informação,539.46,552.31
RAIOS DE SOL ESCOLA INTEGRADA,SP,TABOAO DA SERRA,Privada,Muito Alto,539.45,586.00
INSTITUTO ADVENTISTA GRAO PARA,PA,BELEM,Privada,Alto,539.44,582.70
INSTITUTO EDUCACIONAL ARCO-IRIS,BA,ESPLANADA,Privada,Sem informação,539.44,563.33
COLEGIO SAO BENTO,PR,PITANGA,Privada,Muito Alto,539.41,592.86
ARNALDO PEREIRA CHEREGATTI ETEC,SP,AGUAI,Estadual,Alto,539.39,572.43
CENTRO EDUCACIONAL SAO FRANCISCO DE ASSIS,PA,ALMEIRIM,Privada,Médio,539.39,550.00
EXTERNATO SANTA DOROTEIA,PB,JOAO PESSOA,Privada,Alto,539.37,577.50
LUIZA DE MARILLAC COLEGIO,SP,SAO PAULO,Privada,Muito Alto,539.36,541.50
ESCOLA DJALMA PESSOA - SESI,BA,SALVADOR,Privada,Médio Alto,539.35,636.03
COLEGIO ZENITE,GO,INHUMAS,Privada,Alto,539.35,609.52
VILA FORMOSA ETEC DE,SP,SAO PAULO,Estadual,Alto,539.34,548.18
CENTRO CULTURAL MONTESSORIANO,BA,SALVADOR,Privada,Alto,539.33,600.00
COL SAGRES,RJ,RIO DE JANEIRO,Privada,Alto,539.26,607.37
COLEGIO SANTA TERESA DE JESUS,RS,SANT ANA DO LIVRAMENTO,Privada,Muito Alto,539.24,517.00
PORTINARI INSTITUTO EDUCACIONAL,SP,SAO PAULO,Privada,Alto,539.24,602.78
ESCOLA CENECISTA SANTA ELISABETE,MT,SINOP,Privada,Alto,539.22,522.86
ESC CRISTA IBF,MG,BELO HORIZONTE,Privada,Muito Alto,539.22,596.47
BRASIL COLEGIO,SP,RIBEIRAO PRETO,Privada,Alto,539.20,544.44
CENTRO CULTURAL MANILHA,RJ,ITABORAI,Privada,Médio Alto,539.16,630.91
SANTA MONICA CENTRO EDUCACIONAL MADUREIRA,RJ,RIO DE JANEIRO,Privada,Alto,539.14,586.21
ESCOLA PEQUENO PRINCIPE,PE,SAO CAITANO,Privada,Médio Alto,539.14,619.09
E P E I F M CARLOS DRUMOND DE ANDRADE,PA,XINGUARA,Privada,Alto,539.08,555.00
EVOLUCAO COLEGIO,SP,GUARA,Privada,Alto,539.08,606.67
INTEGRADO COLEGIO,SP,JARINU,Privada,Muito Alto,539.04,606.00
COLEGIO DE APLICACAO UNIVALI,SC,BALNEARIO CAMBORIU,Privada,Alto,539.02,550.71
MORALES LOPES COLEGIO,SP,SAO PAULO,Privada,Alto,539.01,528.65
ESCOLA LUTERANA SAO MARCOS DE EDUCACAO BASICA,RS,ALVORADA,Privada,Muito Alto,538.97,507.23
COLEGIO VALE DO ARAGUAIA,MT,VILA RICA,Privada,Alto,538.95,523.33
CENTRO EDUCACIONAL MAURICIO BARROSO,RJ,PETROPOLIS,Privada,Alto,538.95,599.69
CENTRO ESCOLAR MERITO,GO,JARAGUA,Privada,Alto,538.94,545.00
COLEGIO BATISTA DE SANTAREM,PA,SANTAREM,Privada,Alto,538.90,696.84
ACLIVE COLEGIO,SP,PARIQUERA-ACU,Privada,Muito Alto,538.89,427.27
PROCREO CENTRO EST AS EMPR EVENTOS COMERCIO LTDA,RJ,NOVA FRIBURGO,Privada,Muito Alto,538.87,570.00
COLEGIO MILITAR DA POLICIA MILITAR DO MARANHAO,MA,SAO LUIS,Estadual,Médio Alto,538.86,576.33
SOCIEDADE EDUCACIONAL MASTER,MA,SAO LUIS,Privada,Alto,538.85,610.24
INSTITUTO FEDERAL DA PARAIBA - CAMPUS GUARABIRA,PB,GUARABIRA,Federal,Sem informação,538.83,612.50
E DO SESI PROF LUIZ DE ASSIS FRANCA,MS,CORUMBA,Privada,Alto,538.83,554.40
COLEGIO MARIA MONTESSORI,GO,CRISTALINA,Privada,Alto,538.82,550.00
IMPACTO COLEGIO E CURSO,RN,NATAL,Privada,Alto,538.78,545.45
COLEGIO SANTISSIMO SENHOR,AL,MACEIO,Privada,Alto,538.76,593.85
C EDUC APRENDIZ,MG,BARBACENA,Privada,Alto,538.76,574.85
COLEGIO ROMANO SANTA MARTA,RS,PORTO ALEGRE,Privada,Alto,538.74,616.30
ARTUR NOGUEIRA COLEGIO ANGLO DE,SP,ARTUR NOGUEIRA,Privada,Alto,538.74,512.00
COLEGIO ESTUDIO VISAO,RN,MOSSORO,Privada,Médio Alto,538.70,572.00
HEITOR VILLA LOBOS COLEGIO,SP,SAO PAULO,Privada,Alto,538.69,524.71
VERDE QUE TE QUERO VERDE ESCOLA,SP,SAO VICENTE,Privada,Muito Alto,538.69,590.91
INSTITUTO SANTO AGOSTINHO,PI,TERESINA,Privada,Alto,538.69,582.95
AMERICANO DE LINS INSTITUTO,SP,LINS,Privada,Muito Alto,538.68,581.50
EE SENADOR ANTONIO CARLOS,MG,ANTONIO CARLOS,Estadual,Médio Alto,538.68,494.55
JOAQUIM MOREIRA DE SOUSA EEEP,CE,FORTALEZA,Estadual,Médio Baixo,538.65,589.35
EEM YVONNE OLINGER APPEL,SC,BRUSQUE,Estadual,Alto,538.64,549.66
SUZANO COLEGIO,SP,SUZANO,Privada,Muito Alto,538.64,474.44
ROYAL OBJETIVO COLEGIO,SP,VALPARAISO,Privada,Alto,538.64,596.25
ESCOLA ANNA ADELAIDE BELLO,MA,SAO LUIS,Privada,Alto,538.60,654.75
COLEGIO DA URCAMP,RS,DOM PEDRITO,Privada,Alto,538.59,550.83
INST FED DE EDUC CIENCIA E TECNOLOGIA DO AMAPA-CAMPUS LARANJAL DO JARI,AP,LARANJAL DO JARI,Federal,Médio,538.59,601.38
CENTRO DE EDUCACAO PROF MARIA NORMA ALVES,RN,JARDIM DE PIRANHAS,Privada,Médio Alto,538.58,637.65
ESC EST TEMPO INTEGRAL MARCANTONIO VILACA II,AM,MANAUS,Estadual,Alto,538.58,617.50
INSTITUTO ESTHER VALERIO,MG,PITANGUI,Privada,Alto,538.57,527.50
COLEGIO CURSO PEC,RJ,NILOPOLIS,Privada,Alto,538.55,598.00
GENESIS COLEGIO,SP,MOGI DAS CRUZES,Privada,Alto,538.52,584.62
COLEGIO NOSSA SENHORA DO AMPARO,PE,SURUBIM,Privada,Médio Alto,538.48,551.60
C EDUC NOSSO LAR,MG,ARAGUARI,Privada,Alto,538.46,588.28
REINALDO ANDERLINI PROF CENTRO EDUCACIONAL,SP,BOTUCATU,Privada,Muito Alto,538.45,615.86
COL GILDO VILELLA CANCELLA UNIDII,MG,ITUIUTABA,Privada,Muito Alto,538.45,588.80
LUMEN VITAE COLEGIO,SP,SAO PAULO,Privada,Muito Alto,538.41,572.38
INSTITUTO ADVENTISTA BRASIL CENTRAL,GO,ABADIANIA,Privada,Alto,538.41,563.94
SIGMA C EI EF M,PR,CAMPO MOURAO,Privada,Muito Alto,538.41,558.67
SESI 136 CENTRO EDUCACIONAL,SP,PENAPOLIS,Privada,Alto,538.39,550.56
CENTRO DE ENSINO MEDIO PASTOR DOHMS-UNIDADE DE ENSINO CAPAO DA CANOA,RS,CAPAO DA CANOA,Privada,Muito Alto,538.38,601.25
ESCOLA O PEQUENO PRINCIPE,MA,CHAPADINHA,Privada,Médio Alto,538.37,570.67
COL DJ,DF,BRASILIA,Privada,Alto,538.35,562.93
SESI 165 CENTRO EDUCACIONAL,SP,PIRACICABA,Privada,Alto,538.32,587.50
SANTA MONICA CENTRO EDUCACIONAL-FREGUESIA,RJ,RIO DE JANEIRO,Privada,Muito Alto,538.30,614.04
ESCOLA DE EDUCACAO BASICA RUI BARBOSA,MT,AGUA BOA,Privada,Alto,538.30,594.00
COLEGIO DA UNIVILLE,SC,JOINVILLE,Privada,Muito Alto,538.29,585.33
ESC CASTRO ALVES E JI MORANGUINHO,MA,CAXIAS,Privada,Médio Alto,538.29,572.94
ESC EST ENS MED POCO DAS ANTAS,RS,POCO DAS ANTAS,Estadual,Médio Alto,538.27,553.33
CAMPUS PICOS DO INSTITUTO FEDERAL DO PIAUI,PI,PICOS,Federal,Médio Baixo,538.26,595.09
UNIAO ESCOLA DE ENSINO BASICO,SP,EMBU-GUACU,Privada,Muito Alto,538.26,601.33
ESCOLA COOPERATIVA DE PARELHAS,RN,PARELHAS,Privada,Alto,538.25,566.36
JOAO LOURENCO RODRIGUES PROFESSOR,SP,CAMPINAS,Estadual,Alto,538.23,572.33
IMACULADA CONCEICAO CENTRO EDUCACIONAL CENECISTA,CE,QUIXERE,Privada,Médio,538.22,592.31
COLEGIO LINUS,GO,INHUMAS,Privada,Médio Alto,538.22,602.61
EE - COLEGIO DA POLICIA MILITAR CPM PROFESSOR MAGALHAES NETO,BA,JEQUIE,Estadual,Médio,538.21,537.65
EE VIRIATO BANDEIRA,MS,COXIM,Estadual,Médio,538.19,523.89
PIEDADE ETEC DE,SP,PIEDADE,Estadual,Médio Alto,538.19,564.52
COL STA TERESA,MG,ITUIUTABA,Privada,Alto,538.18,525.71
ESC TEC VITAL BRASIL,MG,BELO HORIZONTE,Privada,Alto,538.16,522.96
COLEGIO PASQUALE COSTANTINO,RJ,RIO DE JANEIRO,Privada,Muito Alto,538.15,514.55
CENTRO EDUC PIAGET,RJ,RIO DE JANEIRO,Privada,Alto,538.15,568.00
NOVA GERACAO ESCOLA INTERNACIONAL,SP,GUARUJA,Privada,Sem informação,538.15,563.64
COOPERATIVA EDUCACIONAL DE CORRENTINA,BA,CORRENTINA,Privada,Médio Alto,538.14,571.20
SANTA CECILIA COLEGIO,SP,SANTOS,Privada,Muito Alto,538.12,562.52
POP COLEGIO ESCOLA PSG E SUPLETIVOS,SP,SAO PAULO,Privada,Alto,538.07,584.18
DA VINCI COLEGIO INSTITUTO EDUCACAO,SP,LORENA,Privada,Alto,538.07,594.44
GOVERNADOR LUIZ DE GONZAGA FONSECA MOTA EEEP,CE,MARACANAU,Estadual,Médio,538.06,602.65
CENTRO EDUCACIONAL RAKEL RECHUEM,RJ,MESQUITA,Privada,Alto,538.04,594.81
ACTEG-ASSOCIACAO DE CIENCIAS E TECNOLOGIA DO ESTADO DE GOIAS-COLEGIO JK,GO,VALPARAISO DE GOIAS,Privada,Alto,538.03,578.46
COLEGIO SOUZA LEAO POSITIVO,PE,JABOATAO DOS GUARARAPES,Privada,Médio Alto,538.01,530.38
COLEGIO DE SAINT GERMAIN,AL,MACEIO,Privada,Alto,538.00,632.50
COLEGIO MARIA JOSE ARAUJO,BA,TUCANO,Privada,Alto,538.00,585.00
CE AGOSTINHO CHRYSANTO DE ARAUJO,RJ,SAO FRANCISCO DE ITABAPOANA,Estadual,Médio,537.99,565.56
INSTITUTO FEDERAL DO PIAUI CAMPUS CORRENTE,PI,CORRENTE,Federal,Médio Baixo,537.99,571.70
RAPHAEL BRANDAO CEL ETEC,SP,BARRETOS,Estadual,Médio Alto,537.98,564.43
ANGLO SALTO DE PIRAPORA,SP,SALTO DE PIRAPORA,Privada,Sem informação,537.95,605.71
CENTRO EDUCACIONAL ANITA,SC,SAO JOSE,Privada,Muito Alto,537.92,527.00
COLEGIO JESUS MARIA JOSE,MT,AGUA BOA,Privada,Médio Alto,537.92,542.00
INSTITUTO MARIA AUXILIADORA,RN,NATAL,Privada,Médio Alto,537.90,606.42
EE ALVIM RODRIGUES DO PRADO,MG,ITAGUARA,Estadual,Médio Alto,537.90,538.99
VINCERE COLEGIO,SP,SAO CARLOS,Privada,Alto,537.89,602.67
COLEGIO COUTO MAGALHAES GOIANESIA,GO,GOIANESIA,Privada,Sem informação,537.89,505.26
EEEM PROFESSORA MARIA ROCHA,RS,SANTA MARIA,Estadual,Médio Alto,537.87,559.86
ESC ENS MEDIO ERICO VERISSIMO,RS,PELOTAS,Privada,Muito Alto,537.86,548.78
COLEGIO DA IMACULADA CONCEICAO,PE,SERRA TALHADA,Privada,Alto,537.85,585.22
IFMT - CAMPUS BARRA DO GARCAS,MT,BARRA DO GARCAS,Federal,Médio Alto,537.84,561.89
NETWORK COLEGIO,SP,NOVA ODESSA,Privada,Alto,537.81,573.68
CORACAO DE JESUS INSTITUTO,SP,SANTO ANDRE,Privada,Muito Alto,537.80,587.27
CENTRO ED PROPEDEUTICO EI ENSINO FUNDAMENTAL MEDIO E EJA,SP,PINDAMONHANGABA,Privada,Muito Alto,537.79,593.33
CRUZ AZUL DE SAO PAULO COLEGIO,SP,SAO VICENTE,Privada,Sem informação,537.78,540.00
CEIC,ES,VILA VELHA,Privada,Alto,537.75,623.16
IDEA INSTITUTO DELTA DE ENSINO E APRENDIZAGEM,PB,CUITE,Privada,Médio Alto,537.73,565.26
SISTEMA DE EXPANSAO SOPHOS - TUCURUI,PA,TUCURUI,Privada,Alto,537.71,597.58
LA FONTAINE COLEGIO,SP,SAO PAULO,Privada,Sem informação,537.71,528.57
COLEGIO STELLA MARIS,RS,VIAMAO,Privada,Alto,537.71,580.80
COLEGIO ACESSO CAMPO LARGO COLEGIO - ENSINO FUNDAMENTAL E MEDIO,PR,CAMPO LARGO,Privada,Alto,537.70,568.24
COLEGIO LAVOISIER,SE,ARACAJU,Privada,Alto,537.67,569.23
